Country_ISO3,Year,Technology,Value
PRI,2018,Air - Rail - Marine,0.5
PRI,2018,All technologies (total patents),7.0
PRI,2019,All technologies (total patents),9.5
PRK,1990,All technologies (total patents),6.0
PRK,2000,All technologies (total patents),8.17
PRK,2005,All technologies (total patents),19.75
PRK,2005,Other Energy Efficiency ,0.5
PRK,2005,Storage (not electromobility),0.5
PRK,2010,All technologies (total patents),33.22
PRK,2010,Building Energy Efficiency,0.5
PRK,2010,Other Energy Efficiency ,1.0
PRK,2010,Solar,0.5
PRK,2010,Storage (not electromobility),0.5
PRK,2010,Wind,1.0
PRK,2015,All technologies (total patents),18.45
PRK,2015,Hybrid - Electric - Electromobility,1.0
PRK,2015,Industry Energy Efficiency or substitution,0.5
PRK,2015,Other Energy Efficiency ,0.5
PRK,2015,Other Renewables,0.5
PRK,2015,Storage (not electromobility),0.5
PRK,2016,All technologies (total patents),15.95
PRK,2016,Other Energy Efficiency ,0.1
PRK,2017,All technologies (total patents),21.56
PRK,2017,Hybrid - Electric - Electromobility,0.33
PRK,2017,Industry Energy Efficiency or substitution,0.5
PRK,2017,Storage (not electromobility),0.33
PRK,2018,All technologies (total patents),10.83
PRK,2018,Hybrid - Electric - Electromobility,2.0
PRK,2018,Other Road Transport,0.5
PRK,2019,All technologies (total patents),11.67
PRT,1990,All technologies (total patents),15.33
PRT,2000,All technologies (total patents),72.5
PRT,2000,Bioenergy,0.5
PRT,2000,Building Energy Efficiency,0.5
PRT,2000,Industry Energy Efficiency or substitution,0.33
PRT,2000,Other Energy Efficiency ,0.5
PRT,2000,Solar,0.25
PRT,2000,Storage (not electromobility),0.25
PRT,2005,All technologies (total patents),147.88
PRT,2005,Bioenergy,1.5
PRT,2005,Building Energy Efficiency,3.0
PRT,2005,Carbon Capture and Storage,1.0
PRT,2005,Hybrid - Electric - Electromobility,1.0
PRT,2005,Hydrogen and Fuel Cells,1.25
PRT,2005,Industry Energy Efficiency or substitution,0.33
PRT,2005,Other Energy Efficiency ,1.0
PRT,2005,Other Renewables,2.0
PRT,2005,Renewable Energy Integration in Buildings,4.0
PRT,2005,Solar,3.0
PRT,2005,Wind,1.0
PRT,2010,All technologies (total patents),198.53
PRT,2010,Bioenergy,4.33
PRT,2010,Building Energy Efficiency,1.0
PRT,2010,Grid,1.0
PRT,2010,Hybrid - Electric - Electromobility,1.0
PRT,2010,Hydro,1.0
PRT,2010,Hydrogen and Fuel Cells,1.0
PRT,2010,Industry Energy Efficiency or substitution,1.0
PRT,2010,Other Energy Efficiency ,4.0
PRT,2010,Other Renewables,2.0
PRT,2010,Other Road Transport,1.0
PRT,2010,Renewable Energy Integration in Buildings,3.0
PRT,2010,Solar,8.1
PRT,2010,Storage (not electromobility),3.0
PRT,2010,Wind,4.0
PRT,2015,All technologies (total patents),305.51
PRT,2015,Building Energy Efficiency,5.5
PRT,2015,Carbon Capture and Storage,1.0
PRT,2015,Grid,1.0
PRT,2015,Hybrid - Electric - Electromobility,3.0
PRT,2015,Hydrogen and Fuel Cells,4.0
PRT,2015,Industry Energy Efficiency or substitution,2.0
PRT,2015,Other Energy Efficiency ,0.8300000000000001
PRT,2015,Other Road Transport,1.0
PRT,2015,Renewable Energy Integration in Buildings,3.0
PRT,2015,Solar,6.779999999999999
PRT,2015,Storage (not electromobility),5.2
PRT,2015,Wind,1.33
PRT,2016,Air - Rail - Marine,1.0
PRT,2016,All technologies (total patents),313.06
PRT,2016,Building Energy Efficiency,1.0
PRT,2016,Hydro,1.0
PRT,2016,Hydrogen and Fuel Cells,4.0
PRT,2016,Industry Energy Efficiency or substitution,4.33
PRT,2016,Other Energy Efficiency ,2.5
PRT,2016,Other Renewables,2.33
PRT,2016,Other Road Transport,0.5
PRT,2016,Renewable Energy Integration in Buildings,1.0
PRT,2016,Solar,11.5
PRT,2016,Storage (not electromobility),2.5
PRT,2016,Wind,3.33
PRT,2017,Agriculture Energy Efficiency,1.0
PRT,2017,Air - Rail - Marine,2.0
PRT,2017,All technologies (total patents),339.55
PRT,2017,Building Energy Efficiency,0.33
PRT,2017,Hybrid - Electric - Electromobility,3.0
PRT,2017,Hydro,2.0
PRT,2017,Hydrogen and Fuel Cells,2.83
PRT,2017,Industry Energy Efficiency or substitution,1.5
PRT,2017,Other Energy Efficiency ,1.61
PRT,2017,Other Renewables,2.0
PRT,2017,Other Road Transport,1.0
PRT,2017,Renewable Energy Integration in Buildings,0.33
PRT,2017,Solar,6.5
PRT,2017,Storage (not electromobility),3.5
PRT,2017,Wind,2.0
PRT,2018,All technologies (total patents),342.54
PRT,2018,Bioenergy,0.5
PRT,2018,Carbon Capture and Storage,1.0
PRT,2018,Hydro,1.0
PRT,2018,Hydrogen and Fuel Cells,3.0
PRT,2018,Industry Energy Efficiency or substitution,2.67
PRT,2018,Other Energy Efficiency ,2.74
PRT,2018,Other Renewables,1.0
PRT,2018,Other Road Transport,2.0
PRT,2018,Solar,3.0
PRT,2018,Storage (not electromobility),1.17
PRT,2018,Wind,1.83
PRT,2019,Air - Rail - Marine,1.0
PRT,2019,All technologies (total patents),364.74
PRT,2019,Hydrogen and Fuel Cells,0.5
PRT,2019,Industry Energy Efficiency or substitution,2.0
PRT,2019,Renewable Energy Integration in Buildings,1.5
PRT,2019,Solar,3.0
PRT,2019,Storage (not electromobility),0.5
PRT,2019,Wind,1.5
PRY,2005,All technologies (total patents),1.5
PRY,2010,All technologies (total patents),3.83
PRY,2010,Bioenergy,6.0
PRY,2015,All technologies (total patents),0.25
PRY,2018,All technologies (total patents),15.83
PRY,2018,Solar,1.0
PRY,2019,Air - Rail - Marine,1.0
PRY,2019,All technologies (total patents),1.33
PRY,2019,Hybrid - Electric - Electromobility,1.0
PRY,2019,Renewable Energy Integration in Buildings,1.0
PRY,2019,Solar,1.0
PSE,2015,All technologies (total patents),2.0
PSE,2015,Building Energy Efficiency,1.5
PSE,2015,Other Energy Efficiency ,1.5
PSE,2017,All technologies (total patents),0.33
PSE,2018,All technologies (total patents),0.67
PSE,2019,All technologies (total patents),0.05
PYF,2005,All technologies (total patents),0.5
PYF,2016,All technologies (total patents),0.5
QAT,2000,All technologies (total patents),0.58
QAT,2005,All technologies (total patents),4.0
QAT,2010,All technologies (total patents),3.14
QAT,2010,Hydro,0.5
QAT,2015,All technologies (total patents),26.42
QAT,2015,Bioenergy,0.5
QAT,2015,Building Energy Efficiency,1.0
QAT,2015,Grid,0.5
QAT,2015,Hydrogen and Fuel Cells,1.0
QAT,2015,Solar,1.25
QAT,2015,Storage (not electromobility),2.5
QAT,2016,All technologies (total patents),31.08
QAT,2016,Building Energy Efficiency,1.0
QAT,2016,Hydrogen and Fuel Cells,1.0
QAT,2016,Other Energy Efficiency ,1.5
QAT,2016,Renewable Energy Integration in Buildings,1.0
QAT,2016,Solar,5.0
QAT,2016,Storage (not electromobility),1.0
QAT,2017,All technologies (total patents),24.92
QAT,2017,Hydrogen and Fuel Cells,1.0
QAT,2017,Solar,1.0
QAT,2017,Storage (not electromobility),1.0
QAT,2018,All technologies (total patents),19.23
QAT,2018,Building Energy Efficiency,1.0
QAT,2019,All technologies (total patents),21.49
QAT,2019,Building Energy Efficiency,1.0
QAT,2019,Hybrid - Electric - Electromobility,1.0
REU,2005,All technologies (total patents),1.17
REU,2010,All technologies (total patents),1.5
REU,2015,All technologies (total patents),1.0
REU,2016,All technologies (total patents),2.33
REU,2017,All technologies (total patents),3.0
REU,2018,All technologies (total patents),0.5
ROU,1990,All technologies (total patents),4.0
ROU,2000,All technologies (total patents),35.45
ROU,2000,Hydro,1.0
ROU,2000,Hydrogen and Fuel Cells,0.5
ROU,2000,Industry Energy Efficiency or substitution,1.0
ROU,2000,Storage (not electromobility),1.0
ROU,2000,Wind,1.0
ROU,2005,All technologies (total patents),99.29
ROU,2005,Building Energy Efficiency,2.2
ROU,2005,Hybrid - Electric - Electromobility,0.66
ROU,2005,Hydrogen and Fuel Cells,1.33
ROU,2005,Industry Energy Efficiency or substitution,0.5
ROU,2005,Other Energy Efficiency ,1.17
ROU,2005,Other Road Transport,0.53
ROU,2005,Storage (not electromobility),3.5
ROU,2005,Wind,0.5
ROU,2010,Agriculture Energy Efficiency,1.0
ROU,2010,Air - Rail - Marine,1.0
ROU,2010,All technologies (total patents),126.0
ROU,2010,Building Energy Efficiency,1.17
ROU,2010,Hybrid - Electric - Electromobility,0.83
ROU,2010,Hydrogen and Fuel Cells,3.5
ROU,2010,Industry Energy Efficiency or substitution,0.2
ROU,2010,Other Energy Efficiency ,1.62
ROU,2010,Other Road Transport,1.0
ROU,2010,Solar,2.67
ROU,2010,Storage (not electromobility),5.5
ROU,2015,All technologies (total patents),174.03
ROU,2015,Building Energy Efficiency,0.83
ROU,2015,Hybrid - Electric - Electromobility,1.0
ROU,2015,Hydrogen and Fuel Cells,1.0
ROU,2015,Industry Energy Efficiency or substitution,0.33
ROU,2015,Other Energy Efficiency ,1.25
ROU,2015,Other Road Transport,0.5
ROU,2015,Solar,0.33
ROU,2015,Storage (not electromobility),2.5
ROU,2015,Wind,1.0
ROU,2016,Air - Rail - Marine,1.0
ROU,2016,All technologies (total patents),170.57
ROU,2016,Building Energy Efficiency,1.0
ROU,2016,Hybrid - Electric - Electromobility,4.5
ROU,2016,Industry Energy Efficiency or substitution,1.0
ROU,2016,Nuclear,1.0
ROU,2016,Other Energy Efficiency ,1.08
ROU,2016,Other Renewables,0.5
ROU,2016,Other Road Transport,2.25
ROU,2016,Renewable Energy Integration in Buildings,0.5
ROU,2016,Solar,2.5
ROU,2016,Storage (not electromobility),1.5
ROU,2016,Wind,1.0
ROU,2017,Air - Rail - Marine,2.5
ROU,2017,All technologies (total patents),192.94
ROU,2017,Building Energy Efficiency,1.0
ROU,2017,Hybrid - Electric - Electromobility,9.5
ROU,2017,Hydro,1.0
ROU,2017,Other Energy Efficiency ,1.5
ROU,2017,Other Renewables,1.0
ROU,2017,Other Road Transport,4.5
ROU,2017,Solar,3.33
ROU,2017,Storage (not electromobility),5.0
ROU,2017,Wind,1.0
ROU,2018,Air - Rail - Marine,1.0
ROU,2018,All technologies (total patents),186.14
ROU,2018,Hybrid - Electric - Electromobility,3.0
ROU,2018,Other Energy Efficiency ,2.73
ROU,2018,Other Renewables,0.5
ROU,2018,Solar,1.5
ROU,2018,Storage (not electromobility),1.0
ROU,2018,Wind,1.0
ROU,2019,All technologies (total patents),141.19
ROU,2019,Hybrid - Electric - Electromobility,2.0
ROU,2019,Hydro,1.0
ROU,2019,Hydrogen and Fuel Cells,1.0
ROU,2019,Other Energy Efficiency ,1.7
ROU,2019,Other Road Transport,1.5
ROU,2019,Solar,0.5
ROU,2019,Storage (not electromobility),2.0
RUS,1990,All technologies (total patents),39.62
RUS,1990,Carbon Capture and Storage,0.33
RUS,1990,Hybrid - Electric - Electromobility,1.5
RUS,1990,Other Energy Efficiency ,0.5
RUS,1990,Storage (not electromobility),1.0
RUS,2000,Air - Rail - Marine,23.5
RUS,2000,All technologies (total patents),818.0
RUS,2000,Bioenergy,1.0
RUS,2000,Hybrid - Electric - Electromobility,0.5
RUS,2000,Hydro,1.0
RUS,2000,Hydrogen and Fuel Cells,10.5
RUS,2000,Industry Energy Efficiency or substitution,9.83
RUS,2000,Nuclear,5.0
RUS,2000,Other Energy Efficiency ,2.0
RUS,2000,Other Renewables,1.0
RUS,2000,Other Road Transport,8.5
RUS,2000,Renewable Energy Integration in Buildings,0.5
RUS,2000,Solar,2.0
RUS,2000,Storage (not electromobility),6.83
RUS,2000,Wind,1.0
RUS,2005,Air - Rail - Marine,2.83
RUS,2005,All technologies (total patents),1032.32
RUS,2005,Bioenergy,1.17
RUS,2005,Building Energy Efficiency,7.87
RUS,2005,Grid,0.8300000000000001
RUS,2005,Hybrid - Electric - Electromobility,2.5
RUS,2005,Hydrogen and Fuel Cells,21.619999999999997
RUS,2005,Industry Energy Efficiency or substitution,7.83
RUS,2005,Nuclear,7.0
RUS,2005,Other Energy Efficiency ,5.08
RUS,2005,Other Renewables,1.0
RUS,2005,Other Road Transport,0.5
RUS,2005,Renewable Energy Integration in Buildings,1.0
RUS,2005,Solar,2.0
RUS,2005,Storage (not electromobility),21.25
RUS,2005,Wind,2.5
RUS,2010,Air - Rail - Marine,4.5
RUS,2010,All technologies (total patents),1271.83
RUS,2010,Bioenergy,6.140000000000001
RUS,2010,Building Energy Efficiency,9.33
RUS,2010,Carbon Capture and Storage,1.0
RUS,2010,Grid,1.0
RUS,2010,Hydro,5.0
RUS,2010,Hydrogen and Fuel Cells,5.16
RUS,2010,Industry Energy Efficiency or substitution,15.33
RUS,2010,Nuclear,5.5
RUS,2010,Other Energy Efficiency ,7.83
RUS,2010,Other Renewables,5.5
RUS,2010,Other Road Transport,5.9
RUS,2010,Solar,7.67
RUS,2010,Storage (not electromobility),10.07
RUS,2010,Wind,6.83
RUS,2015,Air - Rail - Marine,7.03
RUS,2015,All technologies (total patents),1217.15
RUS,2015,Bioenergy,1.5
RUS,2015,Building Energy Efficiency,4.5
RUS,2015,Hybrid - Electric - Electromobility,3.0
RUS,2015,Hydro,2.0
RUS,2015,Hydrogen and Fuel Cells,3.5
RUS,2015,Industry Energy Efficiency or substitution,14.5
RUS,2015,Nuclear,15.5
RUS,2015,Other Energy Efficiency ,4.25
RUS,2015,Other Road Transport,6.0
RUS,2015,Renewable Energy Integration in Buildings,1.0
RUS,2015,Solar,6.33
RUS,2015,Storage (not electromobility),10.2
RUS,2015,Wind,2.0
RUS,2016,Air - Rail - Marine,5.5
RUS,2016,All technologies (total patents),1370.02
RUS,2016,Building Energy Efficiency,8.0
RUS,2016,Carbon Capture and Storage,1.0
RUS,2016,Grid,1.0
RUS,2016,Hybrid - Electric - Electromobility,2.9
RUS,2016,Hydro,2.0
RUS,2016,Hydrogen and Fuel Cells,0.5
RUS,2016,Industry Energy Efficiency or substitution,8.33
RUS,2016,Nuclear,16.0
RUS,2016,Other Energy Efficiency ,9.780000000000001
RUS,2016,Other Road Transport,13.5
RUS,2016,Renewable Energy Integration in Buildings,2.0
RUS,2016,Solar,10.33
RUS,2016,Storage (not electromobility),14.83
RUS,2016,Wind,5.0
RUS,2017,Agriculture Energy Efficiency,1.0
RUS,2017,Air - Rail - Marine,9.0
RUS,2017,All technologies (total patents),1376.25
RUS,2017,Bioenergy,2.0
RUS,2017,Building Energy Efficiency,8.5
RUS,2017,Carbon Capture and Storage,1.0
RUS,2017,Hybrid - Electric - Electromobility,1.7
RUS,2017,Hydro,2.0
RUS,2017,Hydrogen and Fuel Cells,1.0
RUS,2017,Industry Energy Efficiency or substitution,5.5
RUS,2017,Nuclear,18.0
RUS,2017,Other Energy Efficiency ,8.41
RUS,2017,Other Renewables,2.5
RUS,2017,Other Road Transport,3.5
RUS,2017,Renewable Energy Integration in Buildings,4.0
RUS,2017,Solar,5.67
RUS,2017,Storage (not electromobility),9.0
RUS,2017,Wind,12.0
RUS,2018,Agriculture Energy Efficiency,1.0
RUS,2018,Air - Rail - Marine,4.0
RUS,2018,All technologies (total patents),1439.6
RUS,2018,Bioenergy,3.0
RUS,2018,Building Energy Efficiency,3.5
RUS,2018,Grid,1.0
RUS,2018,Hybrid - Electric - Electromobility,3.5
RUS,2018,Hydro,1.0
RUS,2018,Hydrogen and Fuel Cells,1.0
RUS,2018,Industry Energy Efficiency or substitution,11.0
RUS,2018,Nuclear,18.5
RUS,2018,Other Energy Efficiency ,11.08
RUS,2018,Other Renewables,2.0
RUS,2018,Other Road Transport,6.33
RUS,2018,Renewable Energy Integration in Buildings,4.0
RUS,2018,Solar,12.56
RUS,2018,Storage (not electromobility),6.83
RUS,2018,Wind,3.0
RUS,2019,All technologies (total patents),1370.87
RUS,2019,Bioenergy,5.0
RUS,2019,Building Energy Efficiency,5.0
RUS,2019,Grid,3.0
RUS,2019,Hybrid - Electric - Electromobility,1.0
RUS,2019,Hydro,1.0
RUS,2019,Hydrogen and Fuel Cells,3.0
RUS,2019,Industry Energy Efficiency or substitution,8.83
RUS,2019,Nuclear,10.5
RUS,2019,Other Energy Efficiency ,1.5
RUS,2019,Other Renewables,3.0
RUS,2019,Other Road Transport,3.25
RUS,2019,Renewable Energy Integration in Buildings,3.0
RUS,2019,Solar,2.14
RUS,2019,Storage (not electromobility),6.0
RUS,2019,Wind,5.5
RWA,2000,All technologies (total patents),0.5
RWA,2010,All technologies (total patents),1.42
RWA,2015,All technologies (total patents),1.0
RWA,2016,All technologies (total patents),0.5
RWA,2017,All technologies (total patents),0.75
RWA,2018,All technologies (total patents),0.75
SAU,1990,All technologies (total patents),2.33
SAU,1990,Hydro,0.5
SAU,2000,All technologies (total patents),13.46
SAU,2005,All technologies (total patents),44.43
SAU,2005,Bioenergy,1.0
SAU,2005,Building Energy Efficiency,2.0
SAU,2005,Hydrogen and Fuel Cells,1.16
SAU,2005,Industry Energy Efficiency or substitution,1.0
SAU,2005,Other Energy Efficiency ,0.5
SAU,2005,Other Road Transport,1.0
SAU,2005,Solar,0.5
SAU,2010,All technologies (total patents),146.08
SAU,2010,Building Energy Efficiency,0.33
SAU,2010,Carbon Capture and Storage,1.0
SAU,2010,Hydrogen and Fuel Cells,2.0
SAU,2010,Industry Energy Efficiency or substitution,1.5
SAU,2010,Other Energy Efficiency ,2.33
SAU,2010,Other Road Transport,1.0
SAU,2010,Solar,0.5
SAU,2010,Storage (not electromobility),1.08
SAU,2015,Agriculture Energy Efficiency,0.33
SAU,2015,All technologies (total patents),404.82
SAU,2015,Bioenergy,2.66
SAU,2015,Building Energy Efficiency,1.0
SAU,2015,Carbon Capture and Storage,6.5
SAU,2015,Hybrid - Electric - Electromobility,2.0
SAU,2015,Hydrogen and Fuel Cells,17.5
SAU,2015,Industry Energy Efficiency or substitution,17.0
SAU,2015,Other Energy Efficiency ,8.0
SAU,2015,Other Renewables,2.0
SAU,2015,Other Road Transport,2.5
SAU,2015,Solar,17.75
SAU,2015,Storage (not electromobility),6.0
SAU,2015,Wind,0.5
SAU,2016,Air - Rail - Marine,2.0
SAU,2016,All technologies (total patents),412.43
SAU,2016,Carbon Capture and Storage,4.0
SAU,2016,Hybrid - Electric - Electromobility,1.0
SAU,2016,Hydro,0.5
SAU,2016,Hydrogen and Fuel Cells,24.33
SAU,2016,Industry Energy Efficiency or substitution,15.5
SAU,2016,Other Energy Efficiency ,3.25
SAU,2016,Other Renewables,0.5
SAU,2016,Other Road Transport,4.0
SAU,2016,Solar,17.33
SAU,2016,Storage (not electromobility),6.33
SAU,2017,Air - Rail - Marine,1.2
SAU,2017,All technologies (total patents),679.53
SAU,2017,Building Energy Efficiency,2.0
SAU,2017,Carbon Capture and Storage,18.5
SAU,2017,Hydro,3.0
SAU,2017,Hydrogen and Fuel Cells,25.5
SAU,2017,Industry Energy Efficiency or substitution,26.5
SAU,2017,Other Energy Efficiency ,6.5
SAU,2017,Other Road Transport,4.0
SAU,2017,Renewable Energy Integration in Buildings,1.0
SAU,2017,Solar,15.25
SAU,2017,Storage (not electromobility),6.0
SAU,2017,Wind,1.0
SAU,2018,Agriculture Energy Efficiency,2.0
SAU,2018,All technologies (total patents),638.87
SAU,2018,Bioenergy,1.5
SAU,2018,Building Energy Efficiency,7.0
SAU,2018,Carbon Capture and Storage,7.08
SAU,2018,Grid,1.0
SAU,2018,Hybrid - Electric - Electromobility,1.0
SAU,2018,Hydrogen and Fuel Cells,12.83
SAU,2018,Industry Energy Efficiency or substitution,13.5
SAU,2018,Other Energy Efficiency ,3.83
SAU,2018,Other Road Transport,6.33
SAU,2018,Renewable Energy Integration in Buildings,1.33
SAU,2018,Solar,13.66
SAU,2018,Storage (not electromobility),6.28
SAU,2018,Wind,1.0
SAU,2019,All technologies (total patents),758.08
SAU,2019,Bioenergy,1.5
SAU,2019,Building Energy Efficiency,4.0
SAU,2019,Carbon Capture and Storage,16.75
SAU,2019,Hybrid - Electric - Electromobility,1.58
SAU,2019,Hydrogen and Fuel Cells,10.33
SAU,2019,Industry Energy Efficiency or substitution,17.33
SAU,2019,Other Energy Efficiency ,3.5
SAU,2019,Other Renewables,2.0
SAU,2019,Other Road Transport,8.0
SAU,2019,Renewable Energy Integration in Buildings,1.0
SAU,2019,Solar,11.0
SAU,2019,Storage (not electromobility),3.5
SAU,2019,Wind,1.0
SDN,2000,All technologies (total patents),4.75
SDN,2005,All technologies (total patents),6.25
SDN,2005,Other Energy Efficiency ,1.17
SDN,2005,Other Road Transport,1.0
SDN,2005,Solar,1.0
SDN,2005,Wind,1.0
SDN,2010,All technologies (total patents),2.08
SDN,2010,Hydrogen and Fuel Cells,0.25
SDN,2016,All technologies (total patents),0.33
SDN,2017,All technologies (total patents),6.33
SDN,2018,All technologies (total patents),5.5
SDN,2018,Bioenergy,1.5
SDN,2019,All technologies (total patents),2.0
SEN,2005,All technologies (total patents),2.75
SEN,2010,All technologies (total patents),2.18
SEN,2010,Solar,0.53
SEN,2015,All technologies (total patents),2.0
SEN,2015,Solar,0.5
SEN,2015,Wind,0.5
SEN,2016,All technologies (total patents),2.0
SEN,2017,All technologies (total patents),1.0
SEN,2018,Air - Rail - Marine,1.0
SEN,2018,All technologies (total patents),2.5
SEN,2019,All technologies (total patents),2.33
SEN,2019,Other Renewables,1.0
SEN,2019,Wind,1.0
SGP,1990,All technologies (total patents),25.58
SGP,1990,Nuclear,0.5
SGP,1990,Storage (not electromobility),1.0
SGP,2000,All technologies (total patents),552.1
SGP,2000,Building Energy Efficiency,1.0
SGP,2000,Hybrid - Electric - Electromobility,1.0
SGP,2000,Hydrogen and Fuel Cells,1.0
SGP,2000,Industry Energy Efficiency or substitution,2.0
SGP,2000,Nuclear,1.0
SGP,2000,Other Energy Efficiency ,1.5
SGP,2000,Solar,2.0
SGP,2000,Storage (not electromobility),0.5
SGP,2005,Air - Rail - Marine,1.33
SGP,2005,All technologies (total patents),682.06
SGP,2005,Bioenergy,1.7
SGP,2005,Building Energy Efficiency,4.87
SGP,2005,Hydro,0.5
SGP,2005,Hydrogen and Fuel Cells,5.25
SGP,2005,Industry Energy Efficiency or substitution,0.95
SGP,2005,Other Energy Efficiency ,3.25
SGP,2005,Other Renewables,0.5
SGP,2005,Other Road Transport,1.5
SGP,2005,Solar,8.5
SGP,2005,Storage (not electromobility),5.83
SGP,2010,Air - Rail - Marine,2.0
SGP,2010,All technologies (total patents),841.95
SGP,2010,Bioenergy,1.0
SGP,2010,Building Energy Efficiency,6.33
SGP,2010,Carbon Capture and Storage,2.0
SGP,2010,Grid,2.67
SGP,2010,Hybrid - Electric - Electromobility,1.0
SGP,2010,Hydro,0.33
SGP,2010,Hydrogen and Fuel Cells,3.83
SGP,2010,Industry Energy Efficiency or substitution,0.5
SGP,2010,Other Energy Efficiency ,2.83
SGP,2010,Other Renewables,1.83
SGP,2010,Other Road Transport,0.5
SGP,2010,Renewable Energy Integration in Buildings,3.83
SGP,2010,Solar,12.4
SGP,2010,Storage (not electromobility),4.33
SGP,2010,Wind,41.5
SGP,2015,Agriculture Energy Efficiency,0.5
SGP,2015,All technologies (total patents),1023.64
SGP,2015,Bioenergy,3.5
SGP,2015,Building Energy Efficiency,22.33
SGP,2015,Grid,3.0
SGP,2015,Hydrogen and Fuel Cells,2.33
SGP,2015,Industry Energy Efficiency or substitution,6.17
SGP,2015,Other Energy Efficiency ,5.33
SGP,2015,Other Renewables,1.0
SGP,2015,Other Road Transport,1.5
SGP,2015,Renewable Energy Integration in Buildings,1.0
SGP,2015,Solar,9.83
SGP,2015,Storage (not electromobility),6.83
SGP,2015,Wind,0.83
SGP,2016,Air - Rail - Marine,1.0
SGP,2016,All technologies (total patents),1042.79
SGP,2016,Bioenergy,3.0
SGP,2016,Building Energy Efficiency,9.17
SGP,2016,Grid,2.83
SGP,2016,Hybrid - Electric - Electromobility,4.0
SGP,2016,Hydro,1.0
SGP,2016,Hydrogen and Fuel Cells,14.0
SGP,2016,Industry Energy Efficiency or substitution,9.0
SGP,2016,Other Energy Efficiency ,5.33
SGP,2016,Other Renewables,1.0
SGP,2016,Other Road Transport,1.0
SGP,2016,Solar,14.5
SGP,2016,Storage (not electromobility),21.5
SGP,2016,Wind,3.67
SGP,2017,Air - Rail - Marine,2.0
SGP,2017,All technologies (total patents),1089.34
SGP,2017,Bioenergy,3.0
SGP,2017,Building Energy Efficiency,9.83
SGP,2017,Carbon Capture and Storage,3.0
SGP,2017,Grid,2.83
SGP,2017,Hybrid - Electric - Electromobility,5.0
SGP,2017,Hydrogen and Fuel Cells,2.5
SGP,2017,Industry Energy Efficiency or substitution,9.0
SGP,2017,Other Energy Efficiency ,14.55
SGP,2017,Other Road Transport,1.0
SGP,2017,Renewable Energy Integration in Buildings,5.0
SGP,2017,Solar,12.67
SGP,2017,Storage (not electromobility),19.33
SGP,2017,Wind,4.67
SGP,2018,Agriculture Energy Efficiency,1.0
SGP,2018,Air - Rail - Marine,7.83
SGP,2018,All technologies (total patents),1252.26
SGP,2018,Bioenergy,1.0
SGP,2018,Building Energy Efficiency,10.33
SGP,2018,Grid,1.5
SGP,2018,Hybrid - Electric - Electromobility,4.0
SGP,2018,Hydrogen and Fuel Cells,11.33
SGP,2018,Industry Energy Efficiency or substitution,6.58
SGP,2018,Other Energy Efficiency ,13.03
SGP,2018,Other Road Transport,2.0
SGP,2018,Renewable Energy Integration in Buildings,2.33
SGP,2018,Solar,13.16
SGP,2018,Storage (not electromobility),17.53
SGP,2018,Wind,2.5
SGP,2019,Air - Rail - Marine,0.5
SGP,2019,All technologies (total patents),1315.28
SGP,2019,Bioenergy,2.5
SGP,2019,Building Energy Efficiency,5.83
SGP,2019,Hybrid - Electric - Electromobility,3.83
SGP,2019,Hydrogen and Fuel Cells,3.0
SGP,2019,Industry Energy Efficiency or substitution,4.5
SGP,2019,Other Energy Efficiency ,3.12
SGP,2019,Other Renewables,1.0
SGP,2019,Other Road Transport,5.0
SGP,2019,Renewable Energy Integration in Buildings,1.0
SGP,2019,Solar,4.0
SGP,2019,Storage (not electromobility),13.83
SGP,2019,Wind,1.5
SLB,2010,All technologies (total patents),0.83
SLB,2015,All technologies (total patents),0.83
SLB,2018,All technologies (total patents),0.5
SLB,2019,All technologies (total patents),0.33
SLE,1990,All technologies (total patents),1.5
SLE,2000,All technologies (total patents),2.0
SLE,2005,All technologies (total patents),4.08
SLE,2010,All technologies (total patents),3.5
SLE,2015,All technologies (total patents),2.58
SLE,2016,All technologies (total patents),2.0
SLE,2017,All technologies (total patents),0.67
SLE,2018,All technologies (total patents),0.67
SLE,2018,Storage (not electromobility),0.67
SLE,2019,All technologies (total patents),2.33
SLE,2019,Storage (not electromobility),1.0
SLV,2000,All technologies (total patents),7.28
SLV,2000,Hydrogen and Fuel Cells,0.5
SLV,2000,Other Road Transport,0.5
SLV,2005,All technologies (total patents),2.42
SLV,2010,All technologies (total patents),0.5
SLV,2015,All technologies (total patents),2.0
SLV,2016,All technologies (total patents),1.33
SLV,2017,All technologies (total patents),4.83
SLV,2018,All technologies (total patents),2.0
SMR,2000,All technologies (total patents),4.5
SMR,2005,All technologies (total patents),1.0
SMR,2010,All technologies (total patents),5.0
SMR,2015,All technologies (total patents),13.83
SMR,2016,All technologies (total patents),3.5
SMR,2017,All technologies (total patents),4.83
SMR,2018,All technologies (total patents),5.83
SMR,2019,All technologies (total patents),8.67
SOM,2000,All technologies (total patents),0.64
SOM,2010,All technologies (total patents),0.33
SOM,2015,All technologies (total patents),0.5
SRB,2000,All technologies (total patents),2.5
SRB,2005,All technologies (total patents),7.93
SRB,2010,All technologies (total patents),63.47
SRB,2010,Bioenergy,1.5
SRB,2010,Building Energy Efficiency,0.5
SRB,2010,Carbon Capture and Storage,0.25
SRB,2010,Hydrogen and Fuel Cells,0.33
SRB,2010,Industry Energy Efficiency or substitution,3.6899999999999995
